#,Name,Formula,Include,Mass(Da),Found At Mass (Da),Control Found At Mass (Da),Width (Da),Adduct,Expected RT (min),RT Width (min),Found At RT (min),Library Score,Library Hit,Formula Finder Result,Intensity,Control Intensity,Known Concentration,Calculated Concentration,Area,Control Area,Isotope,Threshold (cps),Threshold (ratio of control),Formula Finder Score,Int Std,Combined Score,Mass Error Score,RT Score,Isotope Score,Non-Targeted Peak,S:N,Fragment Mass (Da),Comments,Extraction Mass (Da),Error (ppm),Control Error (ppm),Error (mDa),Control Error (mDa),RT Delta (min),Control RT Delta (min),RT % Error,Control RT % Error
116,HMDB0015547,C21H15N3O4,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
117,HMDB0015102,C19H19ClN2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
118,HMDB0015110,C24H40N8O4,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
119,HMDB0015315,C22H24ClN5O2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
120,HMDB0014619,C18H19NOS,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
121,HMDB0014522,C21H28O2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
122,HMDB0015108,C24H21F2NO3,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
123,HMDB0014570,C14H19N5O4,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
124,HMDB0015158,C18H19Cl2NO4,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
125,HMDB0015405,C17H21NO4,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
126,HMDB0014951,C22H28N2O,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
127,HMDB0014342,C13H12F2N6O,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
128,HMDB0015231,C4H4FN3O,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
129,HMDB0015589,C26H26F2N2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
130,HMDB0014729,C24H30F2O6,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
131,HMDB0014469,C22H29FO4,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
132,HMDB0014615,C17H18F3NO,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
133,HMDB0014850,C15H13FO2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
134,HMDB0000121,C19H19N7O6,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
135,HMDB0005015,C9H17NO2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
136,HMDB0015200,C21H27N5O4S,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
137,HMDB0015308,C26H27NO9,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
138,HMDB0014862,C14H16N4,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
139,HMDB0014946,C16H16ClN3O3S,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
140,HMDB0015449,C19H26I3N3O9,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
141,HMDB0014415,C19H21N3O5,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
142,HMDB0015298,C35H38Cl2N8O4,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
143,HMDB0012242,C26H28Cl2N4O4,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
144,HMDB0014695,C9H7Cl2N5,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
145,HMDB0015388,C29H26ClFN4O4S,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
146,HMDB0014792,C26H40O5,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
147,HMDB0014332,C15H10Cl2N2O2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
148,HMDB0000159,C9H11NO2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
149,HMDB0000929,C11H12N2O2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
150,HMDB0014781,C16H13N3O3,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
151,HMDB0014389,C7H7NO3,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
152,HMDB0015094,C22H30O5,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
153,HMDB0014494,C9H15N5O,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
154,HMDB0015302,C13H17ClN2O2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
155,HMDB0015656,C14H14N2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
156,HMDB0001406,C6H6N2O,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
157,HMDB0015679,C13H8Cl2N2O4,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
158,HMDB0001488,C6H5NO2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
159,HMDB0015595,C28H22F3N7O,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
160,HMDB0015192,C16H18FN3O3,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
161,HMDB0014420,C24H26N6O3,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
162,HMDB0015215,C29H53NO5,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
163,HMDB0015396,C23H27FN4O3,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
164,HMDB0000210,C9H17NO5,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
165,HMDB0014630,C17H20FN3O3,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
166,HMDB0014780,C20H21N5O6,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
167,HMDB0015557,C16H20N2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
168,HMDB0014830,C17H19N3O,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
169,HMDB0014998,C21H28O5,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
170,HMDB0014375,C8H17NO2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
171,HMDB0000239,C8H11NO3,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
172,HMDB0014324,C23H32N2O5,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
173,HMDB0014949,C8H12N4O5,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
174,HMDB0000244,C17H20N4O6,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
175,HMDB0015088,C15H19N5,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
176,HMDB0005007,C25H38O5,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
177,HMDB0015390,C16H15F6N5O,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
178,HMDB0014535,C15H23N3O4S,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
179,HMDB0014958,C22H19N3O4,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
180,HMDB0014445,C9H14N5O4P,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
181,HMDB0000235,C12H17N4OS,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
182,HMDB0015538,C14H12O3S,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
183,HMDB0015047,C8H13N3O4S,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
184,HMDB0014359,C16H20N4O3S,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
185,HMDB0014758,C21H27FO6,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
186,HMDB0014947,C17H20N2O2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
187,HMDB0014354,C25H30NO3,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
188,HMDB0014323,C24H29N5O3,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
189,HMDB0015596,C17H25N3O2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
190,HMDB0000305,C20H30O,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
191,HMDB0014602,C21H26O3,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
192,HMDB0014856,C20H32N5O8P,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
193,HMDB0015636,C15H17NO2,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
194,HMDB0014490,C19H27N5O4,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
195,HMDB0014581,C5H4N4O,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
196,HMDB0015633,C17H27N3O4S,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
197,HMDB0014434,C17H21NO,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
198,HMDB0014327,C10H12ClNO2,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
199,HMDB0015465,C19H20ClNO4,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
200,HMDB0015583,C22H18N2,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
201,HMDB0014334,C19H25BN4O4,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
202,HMDB0014699,C27H29N5O6S,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
203,HMDB0015511,C14H10BrN3O,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
204,HMDB0015353,C25H34O6,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
205,HMDB0015024,C17H20N2O5S,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
206,HMDB0015328,C9H15NO3S,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
207,HMDB0014455,C14H11ClN2O4S,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
208,HMDB0014410,C13H17NO,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
209,HMDB0015393,C27H37N3O7S,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
210,HMDB0015384,C22H26ClN7O2S,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
211,HMDB0015547,C21H15N3O4,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
212,HMDB0015102,C19H19ClN2,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
213,HMDB0015110,C24H40N8O4,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
214,HMDB0015315,C22H24ClN5O2,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
215,HMDB0014619,C18H19NOS,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
216,HMDB0014522,C21H28O2,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
217,HMDB0015108,C24H21F2NO3,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
218,HMDB0014570,C14H19N5O4,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
219,HMDB0015158,C18H19Cl2NO4,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
220,HMDB0015405,C17H21NO4,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
221,HMDB0014951,C22H28N2O,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
222,HMDB0014342,C13H12F2N6O,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
223,HMDB0015231,C4H4FN3O,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
224,HMDB0015589,C26H26F2N2,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
225,HMDB0014729,C24H30F2O6,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
226,HMDB0014469,C22H29FO4,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
227,HMDB0014615,C17H18F3NO,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
228,HMDB0014850,C15H13FO2,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
229,HMDB0000121,C19H19N7O6,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
230,HMDB0005015,C9H17NO2,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
231,HMDB0015200,C21H27N5O4S,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
232,HMDB0015308,C26H27NO9,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
233,HMDB0014862,C14H16N4,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
234,HMDB0014946,C16H16ClN3O3S,TRUE,,0,,0.01,K,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
